id,hsk_level,word,pinyin,pos_zh,pos_en,pos_th,trans_en,trans_th,example_zh,example_th,example_en
4937,6,推销,tuīxiāo,动,v.,กริยา,to market; to sell,ขาย,他推销了。,เขาขายแล้ว,He markets.
4938,6,推行,tuīxíng,动,v.,กริยา,to put into effect; to carry out,ส่งเสริม,他推行了。,เขาส่งเสริมแล้ว,He put into effect.
4939,6,途径,tújìng,名,n.,คำนาม,way; channel,ทาง,这是途径。,นี่คือทาง,This is way.
4940,6,吞,tūn,动,v.,กริยา,to swallow; to take,กลืน,他吞了。,เขากลืนแล้ว,He swallows.
4941,6,拖,tuō,动,v.,กริยา,to drag; to tow,ลาก,他拖了。,เขาลากแล้ว,He drags.
4942,6,拖延,tuōyán,动,v.,กริยา,to delay; to put off,การผัดวันประกันพรุ่ง,他拖延了。,เขาการผัดวันประกันพรุ่งแล้ว,He delays.
4943,6,托运,tuōyùn,动,v.,กริยา,to consign; to check through,เช็คอิน,他托运了。,เขาเช็คอินแล้ว,He consigns.
4944,6,突破,tūpò,动,v.,กริยา,to break through; to make a breakthrough,ความก้าวหน้า,他突破了。,เขาความก้าวหน้าแล้ว,He break through.
4945,6,土壤,tǔrǎng,名,n.,คำนาม,soil,ดิน,这是土壤。,นี่คือดิน,This is soil.
4946,6,图像,túxiàng,名,n.,คำนาม,image; picture,ภาพ,这是图像。,นี่คือภาพ,This is image.
4947,6,挖,wā,动,v.,กริยา,to dig; to excavate,ขุด,他挖了。,เขาขุดแล้ว,He digs.
4948,6,哇,wā,拟声,ono.,คำเลียนเสียง,Wow!; sound of child's crying,ว้าว,这是哇。,นี่คือว้าว,This is Wow!.
4949,6,歪,wāi,形,adj.,คำคุณศัพท์,askew; at a crooked angle,คด,这个很歪。,อันนี้คดมาก,This is very askew.
4950,6,外表,wàibiǎo,名,n.,คำนาม,external; outside,รูปร่าง,这是外表。,นี่คือรูปร่าง,This is external.
4951,6,外交,wàijiāo,名,n.,คำนาม,diplomacy; diplomatic,การทูต,这是外交。,นี่คือการทูต,This is diplomacy.
4952,6,外界,wàijiè,名,n.,คำนาม,the outside world; external,โลกภายนอก,这是外界。,นี่คือโลกภายนอก,This is the outside world.
4953,6,外科,wàikē,名,n.,คำนาม,surgery,ศัลยกรรม,这是外科。,นี่คือศัลยกรรม,This is surgery.
4954,6,外来,wàilái,形,adj.,คำคุณศัพท์,external; foreign,ต่างชาติ,这个很外来。,อันนี้ต่างชาติมาก,This is very external.
4955,6,外甥,wàisheng,名,n.,คำนาม,sister's son; wife's sibling's son,หลานชาย,这是外甥。,นี่คือหลานชาย,This is sister's son.
4956,6,望,wàng,动,n./v.,กริยา,full moon; to hope; to gaze at,พระจันทร์เต็มดวง / หวัง / มองไกล,他望了。,เขาพระจันทร์เต็มดวงแล้ว,He full moon.
4957,6,网,wǎng,名、动,n. / v.,คำนาม / กริยา,net; network,สุทธิ / (network),他网了。,เขาสุทธิแล้ว,He net.
4958,6,往后,wǎnghòu,名,n.,คำนาม,from now on; in the future,ภายหลัง,这是往后。,นี่คือภายหลัง,This is from now on.
4959,6,往来,wǎnglái,动,v.,กริยา,dealings; contacts,ติดต่อ,他往来了。,เขาติดต่อแล้ว,He dealings.
4960,6,往年,wǎngnián,名,n.,คำนาม,in former years; in previous years,ในปีก่อนๆ,这是往年。,นี่คือในปีก่อนๆ,This is in former years.
4961,6,王子,wángzǐ,名,n.,คำนาม,prince; son of a king,เจ้าชาย,这是王子。,นี่คือเจ้าชาย,This is prince.
4962,6,顽强,wánqiáng,形,adj.,คำคุณศัพท์,tenacious; hard to defeat,ดื้อรั้น,这个很顽强。,อันนี้ดื้อรั้นมาก,This is very tenacious.
4963,6,弯曲,wānqū,形,adj.,คำคุณศัพท์,to bend; to curve around,การดัดงอ,这个很弯曲。,อันนี้การดัดงอมาก,This is very to bend.
4964,6,万物,wànwù,名,n.,คำนาม,all living things,ทุกอย่าง,这是万物。,นี่คือทุกอย่าง,This is all living things.
4965,6,娃娃,wáwa,名,n.,คำนาม,doll; baby,ตุ๊กตา / ทารก,这是娃娃。,นี่คือตุ๊กตา,This is doll.
4966,6,未,wèi,副,adv.,คำวิเศษณ์,not yet; did not,ยัง,他未努力学习。,เขายังตั้งใจเรียน,He not yets.
4967,6,未必,wèibì,副,adv.,คำวิเศษณ์,not necessarily; maybe not,ไม่จำเป็นเสมอไป,他未必努力学习。,เขาไม่จำเป็นเสมอไปตั้งใจเรียน,He not necessarilys.
4968,6,未成年人,wèichéngniánrén,名,n.,คำนาม,minor,ผู้เยาว์,这是未成年人。,นี่คือผู้เยาว์,This is minor.
4969,6,为此,wèicǐ,连,conj.,คำสันธาน,for this reason; with regards to this,เพื่อจุดประสงค์นี้,他努力，为此成功了。,เขาพยายาม เพื่อจุดประสงค์นี้ ก็สำเร็จ,"He worked hard, for this reason succeeded."
4970,6,违规,wéiguī,动,v.,กริยา,to violate; irregular,การละเมิด,他违规了。,เขาการละเมิดแล้ว,He violates.
4971,6,为何,wèihé,副,adv.,คำวิเศษณ์,why,ทำไม,他为何努力学习。,เขาทำไมตั้งใจเรียน,He whys.
4972,6,维护,wéihù,动,v.,กริยา,to defend; to safeguard,บำรุงรักษา,他维护了。,เขาบำรุงรักษาแล้ว,He defends.
4973,6,危机,wēijī,名,n.,คำนาม,crisis,วิกฤติ,这是危机。,นี่คือวิกฤติ,This is crisis.
4974,6,味觉,wèijué,名,n.,คำนาม,sense of taste; gustation,รสชาติ,这是味觉。,นี่คือรสชาติ,This is sense of taste.
4975,6,胃口,wèikǒu,名,n.,คำนาม,appetite; liking,ความอยากอาหาร,这是胃口。,นี่คือความอยากอาหาร,This is appetite.
4976,6,为难,wéinán,形、动,v. / adj.,คำคุณศัพท์ / กริยา,to feel embarrassed or awkward; to make things difficult,ยาก / (กริยา: feel embarrassed or awkward),这个很为难。,อันนี้ยากมาก,This is very to feel embarrassed or awkward.
4977,6,围棋,wéiqí,名,n.,คำนาม,the game of Go,หมากล้อม (เกมโกะ),这是围棋。,นี่คือหมากล้อม (เกมโกะ),This is the game of Go.
4978,6,为期,wéiqī,动,v.,กริยา,by; lasting,เป็นระยะเวลาหนึ่ง,他为期了。,เขาเป็นระยะเวลาหนึ่งแล้ว,He by.
4979,6,委屈,wěiqu,形、动,v. / adj.,คำคุณศัพท์ / กริยา,to feel wronged; to cause sb to feel wronged,ถูกกระทำผิด / (กริยา: feel wronged),这个很委屈。,อันนี้ถูกกระทำผิดมาก,This is very to feel wronged.
4980,6,维生素,wéishēngsù,名,n.,คำนาม,vitamin,วิตามิน,这是维生素。,นี่คือวิตามิน,This is vitamin.
4981,6,委托,wěituō,动,v.,กริยา,to entrust; to trust,มอบหมาย,他委托了。,เขามอบหมายแล้ว,He entrusts.
4982,6,微小,wēixiǎo,形,adj.,คำคุณศัพท์,minute; infinitesimal,เล็ก,这个很微小。,อันนี้เล็กมาก,This is very minute.
4983,6,为止,wéizhǐ,动,v.,กริยา,until,จนกระทั่ง,他为止了。,เขาจนกระทั่งแล้ว,He until.
4984,6,文档,wéndàng,名,n.,คำนาม,file,เอกสาร,这是文档。,นี่คือเอกสาร,This is file.
4985,6,温和,wēnhé,形,adj.,คำคุณศัพท์,mild; gentle,อ่อน,这个很温和。,อันนี้อ่อนมาก,This is very mild.
4986,6,文具,wénjù,名,n.,คำนาม,stationery; item of stationery,เครื่องเขียน,这是文具。,นี่คือเครื่องเขียน,This is stationery.
4987,6,文科,wénkē,名,n.,คำนาม,liberal arts; humanities,ศิลปศาสตร์,这是文科。,นี่คือศิลปศาสตร์,This is liberal arts.
4988,6,文明,wénmíng,名、形,n. / adj.,คำนาม / คำคุณศัพท์,civilized; civilization,อารยธรรม / (คุณศัพท์),这个很文明。,อันนี้อารยธรรมมาก,This is very civilized.
4989,6,闻名,wénmíng,动,v.,กริยา,well-known; famous,มีชื่อเสียง,他闻名了。,เขามีชื่อเสียงแล้ว,He well-known.
4990,6,温柔,wēnróu,形,adj.,คำคุณศัพท์,gentle and soft; tender,อ่อนโยน,这个很温柔。,อันนี้อ่อนโยนมาก,This is very gentle and soft.
4991,6,文物,wénwù,名,n.,คำนาม,cultural relic; historical relic,โบราณวัตถุทางวัฒนธรรม,这是文物。,นี่คือโบราณวัตถุทางวัฒนธรรม,This is cultural relic.
4992,6,文献,wénxiàn,名,n.,คำนาม,document,วรรณกรรม,这是文献。,นี่คือวรรณกรรม,This is document.
4993,6,文艺,wényì,名,n.,คำนาม,literature and art,วรรณกรรมและศิลปะ,这是文艺。,นี่คือวรรณกรรมและศิลปะ,This is literature and art.
4994,6,误,wù,动,v.,กริยา,mistake; error,ข้อผิดพลาด,他误了。,เขาข้อผิดพลาดแล้ว,He mistake.
4995,6,乌龟,wūguī,名,n.,คำนาม,tortoise; cuckold,เต่า,这是乌龟。,นี่คือเต่า,This is tortoise.
4996,6,误解,wùjiě,动、名,n. / v.,กริยา / คำนาม,to misunderstand; to misread,ความเข้าใจผิด / (กริยา: misunderstand),他误解了。,เขาความเข้าใจผิดแล้ว,He misunderstands.
4997,6,武器,wǔqì,名,n.,คำนาม,weapon; arms,แขน,这是武器。,นี่คือแขน,This is weapon.
4998,6,污水,wūshuǐ,名,n.,คำนาม,sewage,น้ำเสีย,这是污水。,นี่คือน้ำเสีย,This is sewage.
4999,6,无所谓,wúsuǒwèi,动,v.,กริยา,to be indifferent; not to matter,ไม่สำคัญ,他无所谓了。,เขาไม่สำคัญแล้ว,He be indifferent.
5000,6,物体,wùtǐ,名,n.,คำนาม,object; body,วัตถุ,这是物体。,นี่คือวัตถุ,This is object.
5001,6,无疑,wúyí,动,v.,กริยา,no doubt; undoubtedly,อย่างไม่ต้องสงสัย,他无疑了。,เขาอย่างไม่ต้องสงสัยแล้ว,He no doubt.
5002,6,吓,xià,动,v.,กริยา,to scare; to intimidate,น่ากลัว,他吓了。,เขาน่ากลัวแล้ว,He scares.
5003,6,下功夫,xià gōngfu,动,v.,กริยา,to put in effort; to work hard,ลงทุนลงแรง / ทุ่มเท,他下功夫了。,เขาลงทุนลงแรงแล้ว,He put in effort.
5004,6,下单,xiàdān,动,v.,กริยา,to place an order; to order,สั่งซื้อสินค้า,他下单了。,เขาสั่งซื้อสินค้าแล้ว,He place an order.
5005,6,夏令营,xiàlìngyíng,名,n.,คำนาม,summer camp,ค่ายฤดูร้อน,这是夏令营。,นี่คือค่ายฤดูร้อน,This is summer camp.
5006,6,嫌,xián,动,v.,กริยา,to dislike; suspicion,ไม่ชอบ,他嫌了。,เขาไม่ชอบแล้ว,He dislikes.
5007,6,限,xiàn,动,v.,กริยา,to limit; to restrict,จำกัด,他限了。,เขาจำกัดแล้ว,He limits.
5008,6,线,xiàn,名、量,n. / meas.,คำนาม / ลักษณนาม,thread; string,ลวด / (ลักษณนาม),这是线。,นี่คือลวด,This is thread.
5009,6,显,xiǎn,形、动,v. / adj.,คำคุณศัพท์ / กริยา,to make visible; to reveal,นิรนาม / (กริยา: make visible),这个很显。,อันนี้นิรนามมาก,This is very to make visible.
5010,6,险,xiǎn,形、副,adj. / adv.,คำคุณศัพท์ / คำวิเศษณ์,danger; dangerous,เสี่ยง / อย่างเสี่ยง,这个很险。,อันนี้เสี่ยงมาก,This is very danger.
5011,6,现存,xiàncún,动,v.,กริยา,extant; existent,ที่มีอยู่เดิม,他现存了。,เขาที่มีอยู่เดิมแล้ว,He extant.
5012,6,限度,xiàndù,名,n.,คำนาม,limitation; limit,ขีดจำกัด,这是限度。,นี่คือขีดจำกัด,This is limitation.
5013,6,相差,xiāngchà,动,v.,กริยา,to differ; discrepancy between,ความแตกต่าง,他相差了。,เขาความแตกต่างแล้ว,He differs.
5014,6,香肠,xiāngcháng,名,n.,คำนาม,sausage,ไส้กรอก,这是香肠。,นี่คือไส้กรอก,This is sausage.
5015,6,相传,xiāngchuán,动,v.,กริยา,to pass on; to hand down,มีตำนานเล่าว่า,他相传了。,เขามีตำนานเล่าว่าแล้ว,He pass on.
5016,6,相等,xiāngděng,动,v.,กริยา,equal; equally,เท่ากัน,他相等了。,เขาเท่ากันแล้ว,He equal.
5017,6,项链,xiàngliàn,名,n.,คำนาม,necklace,สร้อยคอ,这是项链。,นี่คือสร้อยคอ,This is necklace.
5018,6,相连,xiānglián,动,v.,กริยา,to link; to join,เชื่อมต่อแล้ว,他相连了。,เขาเชื่อมต่อแล้วแล้ว,He links.
5019,6,象棋,xiàngqí,名,n.,คำนาม,Chinese chess,หมากรุก,这是象棋。,นี่คือหมากรุก,This is Chinese chess.
5020,6,相声,xiàngsheng,名,n.,คำนาม,comic dialogue; sketch,การสนทนาข้ามไปมา,这是相声。,นี่คือการสนทนาข้ามไปมา,This is comic dialogue.
5021,6,香水,xiāngshuǐ,名,n.,คำนาม,perfume; cologne,น้ำหอม,这是香水。,นี่คือน้ำหอม,This is perfume.
5022,6,向往,xiàngwǎng,动,v.,กริยา,to yearn for; to look forward to,ความปรารถนา,他向往了。,เขาความปรารถนาแล้ว,He yearn for.
5023,6,相应,xiāngyìng,动,v.,กริยา,to correspond; answering,สอดคล้อง,他相应了。,เขาสอดคล้องแล้ว,He corresponds.
5024,6,现货,xiànhuò,名,n.,คำนาม,goods in stock; spot goods,สินค้าพร้อมขาย,这是现货。,นี่คือสินค้าพร้อมขาย,This is goods in stock.
5025,6,鲜明,xiānmíng,形,adj.,คำคุณศัพท์,bright; clear-cut,สดใส,这个很鲜明。,อันนี้สดใสมาก,This is very bright.
5026,6,先前,xiānqián,名,n.,คำนาม,before; previously,ก่อนหน้านี้,这是先前。,นี่คือก่อนหน้านี้,This is before.
5027,6,陷入,xiànrù,动,v.,กริยา,to sink into; to get caught up in,ตกลงไปใน,他陷入了。,เขาตกลงไปในแล้ว,He sink into.
5028,6,线索,xiànsuǒ,名,n.,คำนาม,trail; clues,เบาะแส,这是线索。,นี่คือเบาะแส,This is trail.
5029,6,鲜艳,xiānyàn,形,adj.,คำคุณศัพท์,bright-colored; gaily-colored,สว่าง,这个很鲜艳。,อันนี้สว่างมาก,This is very bright-colored.
5030,6,限于,xiànyú,动,v.,กริยา,to be limited to; to be confined to,จำกัดเฉพาะ,他限于了。,เขาจำกัดเฉพาะแล้ว,He be limited to.
5031,6,显著,xiǎnzhù,形,adj.,คำคุณศัพท์,outstanding; notable,สำคัญ,这个很显著。,อันนี้สำคัญมาก,This is very outstanding.
5032,6,消除,xiāochú,动,v.,กริยา,to eliminate; to remove,กำจัด,他消除了。,เขากำจัดแล้ว,He eliminates.
5033,6,消毒,xiāodú,动,v.,กริยา,to disinfect; to sterilize,ฆ่าเชื้อโรค,他消毒了。,เขาฆ่าเชื้อโรคแล้ว,He disinfects.
5034,6,消防,xiāofáng,动,v.,กริยา,firefighting; fire control,การป้องกันอัคคีภัย,他消防了。,เขาการป้องกันอัคคีภัยแล้ว,He firefighting.
5035,6,消耗,xiāohào,动,v.,กริยา,to use up; to consume,การบริโภค,他消耗了。,เขาการบริโภคแล้ว,He use up.
5036,6,小麦,xiǎomài,名,n.,คำนาม,wheat,ข้าวสาลี,这是小麦。,นี่คือข้าวสาลี,This is wheat.
5037,6,消灭,xiāomiè,动,v.,กริยา,to put an end to; to annihilate,กำจัด,他消灭了。,เขากำจัดแล้ว,He put an end to.
5038,6,小气,xiǎoqi,形,adj.,คำคุณศัพท์,stingy; miserly,หมายถึง,这个很小气。,อันนี้หมายถึงมาก,This is very stingy.
5039,6,笑容,xiàoróng,名,n.,คำนาม,smile; smiling expression,รอยยิ้ม,这是笑容。,นี่คือรอยยิ้ม,This is smile.
5040,6,小偷儿,xiǎotōur,名,n.,คำนาม,thief; pickpocket,ขโมย,这是小偷儿。,นี่คือขโมย,This is thief.
5041,6,效应,xiàoyìng,名,n.,คำนาม,effect,ผล,这是效应。,นี่คือผล,This is effect.
5042,6,下线,xiàxiàn,动,v.,กริยา,to go offline,ออฟไลน์,他下线了。,เขาออฟไลน์แล้ว,He go offline.
5043,6,下旬,xiàxún,名,n.,คำนาม,last third of the month,ช้า,这是下旬。,นี่คือช้า,This is last third of the month.
5044,6,细胞,xìbāo,名,n.,คำนาม,cell,เซลล์,这是细胞。,นี่คือเซลล์,This is cell.
5045,6,歇,xiē,动,v.,กริยา,to rest; to take a break,พักผ่อน,他歇了。,เขาพักผ่อนแล้ว,He rests.
5046,6,携带,xiédài,动,v.,กริยา,to carry; to support,พก,他携带了。,เขาพกแล้ว,He carrys.
5047,6,协会,xiéhuì,名,n.,คำนาม,an association; a society,สมาคม,这是协会。,นี่คือสมาคม,This is an association.
5048,6,协调,xiétiáo,形、动,v. / adj.,คำคุณศัพท์ / กริยา,to coordinate; to harmonize,การประสานงาน / ประสานงาน,这个很协调。,อันนี้การประสานงานมาก,This is very to coordinate.
5049,6,协助,xiézhù,动,v.,กริยา,to assist; to cooperate,ช่วยเหลือ / ร่วมมือ,他协助了。,เขาช่วยเหลือแล้ว,He assists.
5050,6,媳妇,xífu,名,n.,คำนาม,daughter-in-law; wife,ลูกสะใภ้,这是媳妇。,นี่คือลูกสะใภ้,This is daughter-in-law.
5051,6,喜剧,xǐjù,名,n.,คำนาม,comedy,ตลก,这是喜剧。,นี่คือตลก,This is comedy.
5052,6,细菌,xìjūn,名,n.,คำนาม,bacterium; germ,แบคทีเรีย,这是细菌。,นี่คือแบคทีเรีย,This is bacterium.
5053,6,系列,xìliè,名,n.,คำนาม,series; set,ชุด,这是系列。,นี่คือชุด,This is series.
5054,6,心爱,xīn'ài,形,adj.,คำคุณศัพท์,beloved; cherished,เป็นที่รัก / ที่ชอบมาก,这个很心爱。,อันนี้เป็นที่รักมาก,This is very beloved.
5055,6,心底,xīndǐ,名,n.,คำนาม,bottom of one's heart,ในใจฉัน,这是心底。,นี่คือในใจฉัน,This is bottom of one's heart.
5056,6,型号,xínghào,名,n.,คำนาม,model; type,แบบอย่าง,这是型号。,นี่คือแบบอย่าง,This is model.
5057,6,性价比,xìngjiàbǐ,名,n.,คำนาม,cost-performance ratio,ความคุ้มค่า,这是性价比。,นี่คือความคุ้มค่า,This is cost-performance ratio.
5058,6,性能,xìngnéng,名,n.,คำนาม,function; performance,ผลงาน,这是性能。,นี่คือผลงาน,This is function.
5059,6,兴起,xīngqǐ,动,v.,กริยา,to rise; to spring up,ลุกขึ้น,他兴起了。,เขาลุกขึ้นแล้ว,He rises.
5060,6,形态,xíngtài,名,n.,คำนาม,shape; form,รูปร่าง,这是形态。,นี่คือรูปร่าง,This is shape.
5061,6,新款,xīnkuǎn,名,n.,คำนาม,new style; latest fashion,รุ่นใหม่,这是新款。,นี่คือรุ่นใหม่,This is new style.
5062,6,信赖,xìnlài,动,v.,กริยา,to trust; to have confidence in,เชื่อมั่น,他信赖了。,เขาเชื่อมั่นแล้ว,He trusts.
5063,6,心灵,xīnlíng,名,n.,คำนาม,bright; smart,วิญญาณ,这是心灵。,นี่คือวิญญาณ,This is bright.
5064,6,新媒体,xīnméitǐ,名,n.,คำนาม,new media,สื่อใหม่ / นิวมีเดีย,这是新媒体。,นี่คือสื่อใหม่,This is new media.
5065,6,心目,xīnmù,名,n.,คำนาม,mind,จิตใจ,这是心目。,นี่คือจิตใจ,This is mind.
5066,6,新能源,xīnnéngyuán,名,n.,คำนาม,new energy; renewable energy,พลังงานใหม่ / พลังงานหมุนเวียน,这是新能源。,นี่คือพลังงานใหม่,This is new energy.
5067,6,信念,xìnniàn,名,n.,คำนาม,faith; belief,ความเชื่อ,这是信念。,นี่คือความเชื่อ,This is faith.
5068,6,薪水,xīnshui,名,n.,คำนาม,salary; wage,เงินเดือน,这是薪水。,นี่คือเงินเดือน,This is salary.
5069,6,心疼,xīnténg,动,v.,กริยา,to love dearly; to feel sorry for sb,ความเจ็บปวดใจ,他心疼了。,เขาความเจ็บปวดใจแล้ว,He love dearly.
5070,6,新兴,xīnxīng,形,adj.,คำคุณศัพท์,emerging; new and rising,เกิดใหม่ / กำลังรุ่ง,这个很新兴。,อันนี้เกิดใหม่มาก,This is very emerging.
5071,6,新颖,xīnyǐng,形,adj.,คำคุณศัพท์,lit. new bud; fig. new and original,นิยาย,这个很新颖。,อันนี้นิยายมาก,This is very lit. new bud.
5072,6,心愿,xīnyuàn,名,n.,คำนาม,cherished desire; dream,ปรารถนา,这是心愿。,นี่คือปรารถนา,This is cherished desire.
5073,6,心脏,xīnzàng,名,n.,คำนาม,heart,หัวใจ,这是心脏。,นี่คือหัวใจ,This is heart.
5074,6,胸,xiōng,名,n.,คำนาม,chest; bosom,หน้าอก,这是胸。,นี่คือหน้าอก,This is chest.
5075,6,戏曲,xìqǔ,名,n.,คำนาม,Chinese opera,ละคร,这是戏曲。,นี่คือละคร,This is Chinese opera.
5076,6,吸取,xīqǔ,动,v.,กริยา,to absorb; to draw,วาด,他吸取了。,เขาวาดแล้ว,He absorbs.
5077,6,喜事,xǐshì,名,n.,คำนาม,happy occasion; wedding,งานที่น่ายินดี,这是喜事。,นี่คืองานที่น่ายินดี,This is happy occasion.
5078,6,洗漱,xǐshù,动,v.,กริยา,to wash the face and rinse the mouth,การซัก,他洗漱了。,เขาการซักแล้ว,He wash the face and rinse the mouth.
5079,6,习俗,xísú,名,n.,คำนาม,custom; tradition,กำหนดเอง,这是习俗。,นี่คือกำหนดเอง,This is custom.
5080,6,修订,xiūdìng,动,v.,กริยา,to revise,การแก้ไข,他修订了。,เขาการแก้ไขแล้ว,He revises.
5081,6,修复,xiūfù,动,v.,กริยา,to restore; to renovate,ซ่อมแซม,他修复了。,เขาซ่อมแซมแล้ว,He restores.
5082,6,袖子,xiùzi,名,n.,คำนาม,sleeve,ปลอกหุ้ม,这是袖子。,นี่คือปลอกหุ้ม,This is sleeve.
5083,6,细致,xìzhì,形,adj.,คำคุณศัพท์,delicate; fine,พิถีพิถัน,这个很细致。,อันนี้พิถีพิถันมาก,This is very delicate.
5084,6,选拔,xuǎnbá,动,v.,กริยา,to select the best,การคัดเลือก,他选拔了。,เขาการคัดเลือกแล้ว,He select the best.
5085,6,选修,xuǎnxiū,动,v.,กริยา,to take as an elective; an elective,วิชาเลือก,他选修了。,เขาวิชาเลือกแล้ว,He take as an elective.
5086,6,旋转,xuánzhuǎn,动,v.,กริยา,to rotate; to revolve,การหมุน,他旋转了。,เขาการหมุนแล้ว,He rotates.
5087,6,血管,xuèguǎn,名,n.,คำนาม,vein; artery,เส้นเลือด,这是血管。,นี่คือเส้นเลือด,This is vein.
5088,6,学会,xuéhuì,名,n.,คำนาม,association; society,สมาคม,这是学会。,นี่คือสมาคม,This is association.
5089,6,学位,xuéwèi,名,n.,คำนาม,academic degree; place in school,ปริญญาตรีวิทยาศาสตรบัณฑิต,这是学位。,นี่คือปริญญาตรีวิทยาศาสตรบัณฑิต,This is academic degree.
5090,6,学问,xuéwen,名,n.,คำนาม,learning; knowledge,ความรู้,这是学问。,นี่คือความรู้,This is learning.
5091,6,血型,xuèxíng,名,n.,คำนาม,blood type,กรุ๊ปเลือด,这是血型。,นี่คือกรุ๊ปเลือด,This is blood type.
5092,6,血压,xuèyā,名,n.,คำนาม,blood pressure,ความดันโลหิต,这是血压。,นี่คือความดันโลหิต,This is blood pressure.
5093,6,血液,xuèyè,名,n.,คำนาม,blood,เลือด,这是血液。,นี่คือเลือด,This is blood.
5094,6,学员,xuéyuán,名,n.,คำนาม,student; member of an institution of learning,นักเรียน,这是学员。,นี่คือนักเรียน,This is student.
5095,6,许可,xǔkě,动,v.,กริยา,to allow; to permit,ใบอนุญาต,他许可了。,เขาใบอนุญาตแล้ว,He allows.
5096,6,循环,xúnhuán,动,v.,กริยา,to cycle; to circulate,วงจร,他循环了。,เขาวงจรแล้ว,He cycles.
5097,6,寻求,xúnqiú,动,v.,กริยา,to seek; to look for,แสวงหา,他寻求了。,เขาแสวงหาแล้ว,He seeks.
5098,6,叙述,xùshù,动,v.,กริยา,to relate; to tell or talk about,เรื่องเล่า,他叙述了。,เขาเรื่องเล่าแล้ว,He relates.
5099,6,亚军,yàjūn,名,n.,คำนาม,second place; runner-up,รองชนะเลิศ,这是亚军。,นี่คือรองชนะเลิศ,This is second place.
5100,6,严,yán,形,adj.,คำคุณศัพท์,tight; stern,เข้มงวด,这个很严。,อันนี้เข้มงวดมาก,This is very tight.
5101,6,淹,yān,动,v.,กริยา,to flood; to submerge,น้ำท่วม,他淹了。,เขาน้ำท่วมแล้ว,He floods.
5102,6,样,yàng,量,meas.,ลักษณนาม,manner; pattern,ตัวอย่าง,请给我一样。,กรุณาให้ฉันหนึ่งตัวอย่าง,Please give me one manner.
5103,6,仰,yǎng,动,v.,กริยา,to face upward; to look up,มองขึ้นไป,他仰了。,เขามองขึ้นไปแล้ว,He face upward.
5104,6,痒,yǎng,形,adj.,คำคุณศัพท์,to itch,คัน,这个很痒。,อันนี้คันมาก,This is very to itch.
5105,6,养老,yǎnglǎo,动,v.,กริยา,to provide for the elderly; to enjoy a life in retirement,การดูแลผู้สูงอายุ,他养老了。,เขาการดูแลผู้สูงอายุแล้ว,He provide for the elderly.
5106,6,养老院,yǎnglǎoyuàn,名,n.,คำนาม,nursing home,บ้านพักคนชรา,这是养老院。,นี่คือบ้านพักคนชรา,This is nursing home.
5107,6,氧气,yǎngqì,名,n.,คำนาม,oxygen,ออกซิเจน,这是氧气。,นี่คือออกซิเจน,This is oxygen.
5108,6,眼光,yǎnguāng,名,n.,คำนาม,gaze; insight,วิสัยทัศน์,这是眼光。,นี่คือวิสัยทัศน์,This is gaze.
5109,6,沿海,yánhǎi,名,n.,คำนาม,coastal,ชายฝั่ง,这是沿海。,นี่คือชายฝั่ง,This is coastal.
5110,6,严寒,yánhán,形,adj.,คำคุณศัพท์,bitter cold; severe winter,ความหนาวจัด,这个很严寒。,อันนี้ความหนาวจัดมาก,This is very bitter cold.
5111,6,宴会,yànhuì,名,n.,คำนาม,banquet; feast,งานเลี้ยง,这是宴会。,นี่คืองานเลี้ยง,This is banquet.
5112,6,严禁,yánjìn,动,v.,กริยา,to strictly prohibit,ห้ามโดยเด็ดขาด,他严禁了。,เขาห้ามโดยเด็ดขาดแล้ว,He strictly prohibit.
5113,6,眼看,yǎnkàn,副、动,v. / adv.,คำวิเศษณ์ / กริยา,soon; in a moment,การมองเห็น / (วิเศษณ์),他眼看了。,เขาการมองเห็นแล้ว,He soon.
5114,6,严厉,yánlì,形,adj.,คำคุณศัพท์,severe; strict,รุนแรง,这个很严厉。,อันนี้รุนแรงมาก,This is very severe.
5115,6,淹没,yānmò,动,v.,กริยา,to submerge; to drown,จมอยู่ใต้น้ำ,他淹没了。,เขาจมอยู่ใต้น้ำแล้ว,He submerges.
5116,6,延期,yánqī,动,v.,กริยา,to delay; to extend,เลื่อน,他延期了。,เขาเลื่อนแล้ว,He delays.
5117,6,炎热,yánrè,形,adj.,คำคุณศัพท์,blistering hot; sizzling hot,ร้อน,这个很炎热。,อันนี้ร้อนมาก,This is very blistering hot.
5118,6,延伸,yánshēn,动,v.,กริยา,to extend; to spread,ขยาย,他延伸了。,เขาขยายแล้ว,He extends.
5119,6,研讨,yántǎo,动,v.,กริยา,discussion,สัมมนา,他研讨了。,เขาสัมมนาแล้ว,He discussion.
5120,6,延续,yánxù,动,v.,กริยา,to continue; to go on,ดำเนินการต่อ,他延续了。,เขาดำเนินการต่อแล้ว,He continues.
5121,6,言语,yányǔ,名,n.,คำนาม,words; speech,คำพูด,这是言语。,นี่คือคำพูด,This is words.
5122,6,炎症,yánzhèng,名,n.,คำนาม,inflammation,การอักเสบ,这是炎症。,นี่คือการอักเสบ,This is inflammation.
5123,6,验证,yànzhèng,动,v.,กริยา,to inspect and verify; experimental verification,ตรวจสอบ,他验证了。,เขาตรวจสอบแล้ว,He inspect and verify.
